0,0
0,1
0,2
0,3
0,4
1,5
2,6
1,7
0,8
3,9
3,10
0,11
4,12
4,13
5,14
0,15
6,16
5,17
3,18
0,19
7,20
5,21
8,22
9,23
8,24
0,25
7,26
5,27
1,28
9,29
9,30
2,31
9,32
7,33
7,34
1,35
5,36
8,37
3,38
0,39
0,40
3,41
10,42
0,43
4,44
0,45
3,46
3,47
2,48
7,49
1,50
0,51
1,52
0,53
9,54
0,55
0,56
2,57
9,58
7,59
11,60
1,61
0,62
7,63
7,64
2,65
4,66
0,67
0,68
4,69
12,70
12,71
0,72
7,73
7,74
7,75
7,76
7,77
7,78
7,79
7,80
7,81
7,82
13,83
7,84
3,85
7,86
0,87
0,88
3,89
9,90
7,91
7,92
8,93
3,94
4,95
8,96
0,97
4,98
4,99
2,100
2,101
4,102
3,103
0,104
0,105
0,106
1,107
4,108
3,109
2,110
0,111
13,112
3,113
5,114
0,115
1,116
0,117
3,118
12,119
8,120
14,121
0,122
0,123
0,124
4,125
0,126
1,127
12,128
15,129
10,130
4,131
0,132
1,133
1,134
4,135
3,136
0,137
1,138
10,139
10,140
0,141
3,142
0,143
4,144
3,145
0,146
0,147
8,148
12,149
16,150
2,151
1,152
0,153
0,154
3,155
16,156
2,157
3,158
9,159
1,160
3,161
16,162
0,163
2,164
2,165
3,166
17,167
3,168
2,169
3,170
1,171
2,172
4,173
3,174
3,175
3,176
9,177
1,178
5,179
1,180
3,181
3,182
4,183
2,184
11,185
18,186
0,187
3,188
1,189
1,190
3,191
12,192
3,193
0,194
2,195
3,196
4,197
1,198
3,199
8,200
3,201
3,202
19,203
2,204
2,205
2,206
9,207
3,208
0,209
7,210
0,211
7,212
8,213
7,214
7,215
7,216
11,217
5,218
7,219
5,220
1,221
3,222
8,223
4,224
11,225
7,226
7,227
7,228
3,229
3,230
10,231
11,232
7,233
3,234
4,235
7,236
0,237
0,238
3,239
5,240
3,241
3,242
11,243
7,244
1,245
7,246
0,247
0,248
2,249
4,250
1,251
7,252
7,253
8,254
9,255
11,256
14,257
7,258
7,259
3,260
1,261
3,262
10,263
1,264
0,265
0,266
1,267
7,268
7,269
3,270
3,271
2,272
0,273
3,274
4,275
3,276
5,277
0,278
2,279
8,280
0,281
9,282
0,283
7,284
2,285
2,286
1,287
1,288
2,289
3,290
20,291
3,292
0,293
1,294
4,295
18,296
7,297
7,298
9,299
1,300
3,301
3,302
2,303
2,304
3,305
4,306
3,307
3,308
2,309
3,310
3,311
0,312
1,313
0,314
3,315
3,316
3,317
3,318
0,319
0,320
3,321
3,322
3,323
16,324
3,325
2,326
3,327
0,328
1,329
3,330
1,331
3,332
3,333
0,334
3,335
3,336
1,337
0,338
0,339
0,340
1,341
0,342
3,343
14,344
1,345
3,346
3,347
16,348
3,349
4,350
3,351
1,352
1,353
16,354
3,355
2,356
1,357
6,358
3,359
0,360
1,361
1,362
3,363
20,364
1,365
13,366
1,367
1,368
1,369
1,370
3,371
1,372
12,373
3,374
0,375
0,376
0,377
0,378
0,379
7,380
7,381
12,382
3,383
4,384
1,385
3,386
3,387
0,388
2,389
3,390
3,391
3,392
4,393
4,394
4,395
14,396
20,397
1,398
2,399
3,400
2,401
1,402
1,403
3,404
3,405
3,406
3,407
9,408
4,409
4,410
4,411
1,412
6,413
14,414
1,415
3,416
3,417
1,418
18,419
5,420
1,421
9,422
1,423
11,424
0,425
0,426
1,427
4,428
1,429
11,430
0,431
3,432
11,433
6,434
3,435
18,436
21,437
1,438
1,439
7,440
4,441
4,442
3,443
1,444
1,445
3,446
1,447
3,448
1,449
18,450
1,451
13,452
1,453
1,454
10,455
4,456
7,457
3,458
1,459
0,460
1,461
1,462
12,463
3,464
1,465
1,466
1,467
7,468
3,469
3,470
1,471
2,472
2,473
2,474
0,475
1,476
0,477
20,478
4,479
4,480
1,481
2,482
1,483
4,484
2,485
3,486
12,487
12,488
1,489
7,490
7,491
10,492
7,493
0,494
22,495
0,496
0,497
18,498
1,499
0,500
4,501
1,502
1,503
1,504
1,505
1,506
0,507
1,508
3,509
1,510
1,511
1,512
9,513
1,514
3,515
1,516
9,517
5,518
1,519
7,520
2,521
7,522
0,523
2,524
7,525
2,526
9,527
3,528
3,529
3,530
0,531
9,532
1,533
0,534
1,535
1,536
1,537
12,538
1,539
1,540
3,541
1,542
5,543
2,544
3,545
1,546
9,547
1,548
2,549
