36,0
Federation & Empire,1
Stephen V. Cole,2
Amarillo Design Bureau Inc.,3
William H. Keith Jr.,4
1986,5
2,6
8,7
300,8
12,9
429,10
6.43,11
5.63,12
7618,13
1337,14
227,15
62,16
4.40,17
1.82,18
0,19
1248,20
50,21
32,22
124,23
C:\Users\thoma\Downloads\bgg1toolu\img\000036.jpg,24
"Science Fiction, Wargame",25
"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation",26
N,27
B,28
R,29
"This sprawling empire game is set in the  Star Fleet Universe. Players command one or more races in a variety of scenarios as they replay the &quot;historical&quot; situations in the galactic politics of the future.&lt;br/&gt;&lt;br/&gt;It is the base set for the Federation and Empire series of products.&lt;br/&gt;&lt;br/&gt;The Star Fleet Universe series is based on the game Star Fleet Battles, and Federation & Empire is a strategic game based in that background.  Federation & Empire is a stand alo...",30
1594,31
Federation Space,32
"391902, 20279",33
"Federation & Empire: Fleet Pack, Federation & Empire: Large Scale Map",34
28.19,35
"97314, 97315, 303466, 97409, 97410, 97411, 154957, 396923, 115043, 115046, 434339, 19493, 14879, 14656, 346600, 14655, 14654, 20277, 102051, 200984, 19494, 20278, 26743, 349481, 94983, 330647, 334802, 338422, 115051, 115050",36
Wargames,37
"Components: Map (Interplanetary or Interstellar scale), Game: Federation & Empire, Setting: Star Fleet Universe, TV Shows: Star Trek (various)",38
14.40,39
Federation and Empire,40
