49,0
Mamma Mia!,1
Uwe Rosenberg,2
ABACUSSPIELE,3
Franz Vohwinkel,4
1998,5
2,6
5,7
30,8
10,9
6400,10
6.48,11
6.21,12
2079,13
0,14
1583,15
501,16
1.36,17
1.26,18
8955,19
183,20
130,21
561,22
C:\Users\thoma\Downloads\bgg1toolu\img\000049.jpg,23
"Card Game, Memory",24
"Hand Management, Memory",25
N,26
R,27
B,28
"Designer Uwe Rosenberg has a talent for dreaming up new and inventive card games, and Mamma Mia! is a perfect example of this talent, with players placing pizza ingredients into a combined pool, then trying to time their pizza baking in order to make use of what&apos;s available in the kitchen.&lt;br/&gt;&lt;br/&gt;Each player starts the game with eight different pizza orders to fill, with one of those order cards in hand; each player also starts with a hand of ingredient cards (showing pepperoni, mushroom,...",29
41239,30
Mamma Mia! Plus,31
176068,32
Mamma Mia! con Ingredientes dobles,33
"13530, 13530",34
"Sole Mio!, Sole Mio!",35
9.92,36
"125864, 184213, 186885",37
Family Games,38
"Food & Drink: Pizza, Game: Mamma Mia!, Theme: Food / Cooking",39
7.62,40
"Мамма мия!, マンマミーア！, 媽媽咪呀！, 맘마미아!",41
