38,0
Runes,1
Bill Eberle,2
Eon,3
Linda Bound,4
1981,5
2,6
4,7
30,8
10,9
104,10
6.17,11
5.53,12
15872,13
0,14
43,15
1.90,16
1.35,17
308,18
19,19
23,20
C:\Users\thoma\Downloads\bgg1toolu\img\000038.jpg,21
"Deduction, Word Game",22
Deduction,23
N,24
R,25
B,26
Runes is a different kind of word game where players actually construct the letters with special game pieces.  Players attempt to figure out not simply the spelling but the actual letter structure of the hidden words.&lt;br/&gt;&lt;br/&gt;Players take turns putting one letter segment in a letter box on another player&apos;s board; they get a point if the segment belongs to that letter and the other player gets a point if it doesn&apos;t. When a player thinks they know an opponent&apos;s word they guess it a...,27
"285570, 274296",28
"Decipher, Wordsmith",29
13.71,30
Buzzle,31
