37,0
Dragon Masters,1
Ian Livingstone,2
Games Workshop Ltd.,3
Christos Achilleos,4
1991,5
2,6
4,7
120,8
12,9
153,10
5.80,11
5.51,12
21405,13
3927,14
69,15
11,16
2.09,17
1.62,18
0,19
395,20
22,21
58,22
C:\Users\thoma\Downloads\bgg1toolu\img\000037.jpg,23
"Fantasy, Wargame",24
N,25
P,26
This odd little game put out by Games Workshop Ltd. uses some of the components of their Mighty Empires strategy game.  Players are competing princes in the elven homeland.  Players have to manage an economy based on villages and cities as they recruit dragons to defeat their enemies.&lt;br/&gt;&lt;br/&gt;,27
31.99,28
122220,29
Wargames,30
"Creatures: Dragons, Setting: Warhammer Fantasy Board Games",31
8,32
