34,0
Arkham Horror,1
Charlie Krank,2
Chaosium,3
Tom Sullivan,4
1987,5
1,6
8,7
180,8
12,9
582,10
6.67,11
5.71,12
5769,13
0,14
196,15
50,16
2.42,17
1.67,18
997,19
23,20
70,21
206,22
C:\Users\thoma\Downloads\bgg1toolu\img\000034.jpg,23
"Adventure, Horror, Novel-based",24
"Cooperative Game, Role Playing, Variable Player Powers",25
R,26
B,27
P,28
N,29
Arkham Horror is a cooperative adventure game themed around H.P Lovecraft&apos;s Cthulhu Mythos.  The game has players exploring the town of Arkham as they attempt to stop unmentionable horrors from spilling into the world. It&apos;s possible for everyone to go insane and lose in this game.&lt;br/&gt;&lt;br/&gt;Re-implemented in:&lt;br/&gt;&lt;br/&gt;Arkham Horror (2005)&lt;br/&gt;&lt;br/&gt;,30
15987,31
51.43,32
404788,33
Thematic Games,34
"Components: Standees, Game: Arkham Horror, Theme: Cthulhu Mythos",35
13,36
"Horreur à Arkham, アーカム・ホラー",37
