44,0
David & Goliath,1
Reinhard Staupe,2
Berliner Spielkarten,3
Alexander Bradley,4
1997,5
3,6
6,7
60,8
8,9
1749,10
6.49,11
5.94,12
3426,13
0,14
698,15
183,16
1.62,17
1.22,18
2052,19
71,20
194,21
554,22
C:\Users\thoma\Downloads\bgg1toolu\img\000044.jpg,23
Card Game,24
Trick-taking,25
N,26
R,27
B,28
P,29
"This game adds a very interesting twist to the standard trick-taking genre.  There are five suits and players must follow suit, if they can.  However, the winner of the trick is the highest card played, regardless of suit.  The winner gets all the cards from the trick, minus the card he won it with.  That card is given to the player that played the lowest card.  After all tricks have been played, the scoring begins.  Players score the face-value of the cards in the suits that they only collected one or two ...",30
18.37,31
Family Games,32
"Animals: Mice, Religious: The Bible",33
7.77,34
"David and Goliath, 大卫与歌利亚 (大衛與歌利亞)",35
