42,0
Tigris & Euphrates,1
Reiner Knizia,2
Hans im Glück,3
Bascu,4
1997,5
2,6
4,7
120,8
60,9
14,10
29285,11
7.70,12
7.51,13
125,14
0,15
7242,16
2804,17
3.50,18
1.49,19
31841,20
590,21
1546,22
7839,23
C:\Users\thoma\Downloads\bgg1toolu\img\000042.jpg,24
"Abstract Strategy, Ancient, Civilization, Territory Building",25
"Area Majority / Influence, Chaining, Connections, Force Commitment, Hand Management, Hidden Victory Points, Highest-Lowest Scoring, Income, Set Collection, Square Grid, Take That, Tile Placement",26
N,27
R,28
B,29
"Regarded by many as Reiner Knizia&apos;s masterpiece, Tigris & Euphrates is set in the ancient fertile crescent with players building civilizations through tile placement. Players are given four different leaders: farming, trading, religion, and government. The leaders are used to collect victory points in these same categories. However, your score at the end of the game is the number of points in your weakest category, which encourages players not to get overly specialized. Conflict arises when civiliz...",30
"19419, 371688, 244114",31
"Euphrates & Tigris: Contest of Kings, HUANG, Yellow & Yangtze",32
44.94,33
43490,34
Strategy Games,35
"Ancient: Babylon, Ancient: Mesopotamia, Components: Map (Regional scale), Components: Player Screens, Components: Wooden pieces & boards, Country: Iraq, Country: Syria, Digital Implementations: Board Game Arena, Game: Tigris & Euphrates, Misc: BGG Hall of Fame, Misc: Dice Tower Hall of Fame, Region: Middle East, Rivers: Euphrates, Rivers: Tigris, Series: Euro Classics (Reiner Knizia), Series: Tile-Laying Trilogy (Reiner Knizia)",36
12.36,37
"Eufraat & Tigris, Eufraat en Tigris, Eufrat & Tigris, Eufrat i Tygrys, Euphrat & Tigris, Tigre et Euphrate, Tigri & Eufrate, Tigris & Euphrates with Ziggurat Expansion, Tigris y Éufrates, Тигр и Евфрат, チグリス・ユーフラテス, 两河流域, 티그리스 & 유프라테스",38
