50,0
Lost Cities,1
Reiner Knizia,2
KOSMOS,3
Vincent Dutrait,4
1999,5
2,6
30,7
10,8
48644,9
7.25,10
7.15,11
339,12
0,13
10655,14
3195,15
1.48,16
1.27,17
71787,18
1019,19
558,20
6429,21
C:\Users\thoma\Downloads\bgg1toolu\img\000050.jpg,22
"Card Game, Exploration, Math",23
"Hand Management, Melding and Splaying, Ordering, Push Your Luck, Score-and-Reset Game, Set Collection",24
N,25
B,26
"Lost Cities is a card game in the Kosmos two-player series. The game originally consisted of a single deck of cards of rank 2&ndash;10 in five different colors with three special &quot;handshakes&quot; (&quot;HS&quot; in scoring examples below) in each suit, but as of 2018 the game now includes six colored suits, with the sixth color being optional for gameplay. A game board is included to organize discarded cards and help players organize their card collections.&lt;br/&gt;&lt;br/&gt;The object of the game ...",27
"34585, 42487, 244795",28
"Keltis, Lost Cities: The Board Game, Lost Cities: To Go",29
232103,30
Lost Cities: Playmat,31
12.69,32
"206374, 282531",33
Family Games,34
"Card Games: Draw and Discard, Digital Implementations: Board Game Arena, Digital Implementations: Steam, Digital Implementations: Triqqy, Game: Lost Cities, Misc: Dice Tower Hall of Fame, Players: Two-Player Only Games, Series: Two-player games (Kosmos), Theme: Archaeology / Paleontology",35
8.20,36
"Les Cités Perdues, Le Città Perdute, Elveszett Városok, Exploradores, Izgubljena Mesta, Kadonneet Kaupungit, Lost Cities: Das Duell, Lost Cities: Exploradores, Lost Cities: Le Duel, Lost Cities: Pojedynek, Zaginione Miasta, Zaginione Miasta: Pojedynek, Ztracená města, Χαμένες Πολιτείες, Затерянные города, شهرهای گمشده, ロストシティ, 失落的城市, 山海再临, 로스트 시티",37
