43,0
Airlines,1
Alan R. Moon,2
ABACUSSPIELE,3
Christian Schütte,4
1990,5
2,6
6,7
90,8
12,9
383,10
6.58,11
5.66,12
6873,13
0,14
132,15
33,16
2.42,17
1.41,18
514,19
22,20
24,21
73,22
C:\Users\thoma\Downloads\bgg1toolu\img\000043.jpg,23
"Aviation / Flight, Economic",24
"Investment, Network and Route Building, Stock Holding",25
N,26
P,27
B,28
R,29
"Airlines&apos; theme is exactly as suggested by the title. The game is similar to the Sid Sackson classic, Acquire, in that players are competing to become majority stockholders in several highly-abstracted companies with the player owning the most valuable portfolio at the end being the winner.&lt;br/&gt;&lt;br/&gt;Each turn, a player chooses from one of two actions: expand an airline and put stock into his hand, or play stock from his hand. Expanding an airline adds to its route(s) on the board and increa...",30
"90419, 94",31
"Airlines Europe, Union Pacific",32
27.73,33
Strategy Games,34
