0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
8,8
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,14
20,19
21,20
22,21
23,22
19,14
24,23
25,24
26,25
19,14
27,26
28,26
29,27
29,28
29,26
28,26
29,26
28,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
27,26
30,29
27,26
19,14
19,14
31,30
32,31
19,32
19,33
19,14
19,14
19,14
19,14
19,14
19,14
33,14
34,14
19,14
35,34
19,14
19,14
36,14
37,35
38,36
39,14
40,14
19,14
19,14
19,14
19,14
19,14
19,14
19,14
19,14
